filename,order,species
charadriiformes_tringa_totanus_00009.jpg,Charadriiformes,Tringa Totanus
phoenicopteriformes_phoenicopterus_ruber_00027.jpg,Phoenicopteriformes,Phoenicopterus Ruber
charadriiformes_tringa_totanus_00067.jpg,Charadriiformes,Tringa Totanus
passeriformes_acrocephalus_scirpaceus_00107.jpg,Passeriformes,Acrocephalus Scirpaceus
charadriiformes_larus_canus_00068.jpg,Charadriiformes,Larus Canus
passeriformes_chloris_chloris_00252.jpg,Passeriformes,Chloris Chloris
anseriformes_aix_sponsa_00090.jpg,Anseriformes,Aix Sponsa
accipitriformes_accipiter_gentilis_00337.jpg,Accipitriformes,Accipiter Gentilis
accipitriformes_milvus_milvus_00067.jpg,Accipitriformes,Milvus Milvus
accipitriformes_circus_cyaneus_00103.jpg,Accipitriformes,Circus Cyaneus
passeriformes_carduelis_carduelis_00073.jpg,Passeriformes,Carduelis Carduelis
passeriformes_corvus_frugilegus_00056.jpg,Passeriformes,Corvus Frugilegus
phoenicopteriformes_phoenicopterus_roseus_00032.jpg,Phoenicopteriformes,Phoenicopterus Roseus
charadriiformes_alca_torda_00186.jpg,Charadriiformes,Alca Torda
charadriiformes_hydrocoloeus_minutus_00014.jpg,Charadriiformes,Hydrocoloeus Minutus
passeriformes_lanius_collurio_00084.jpg,Passeriformes,Lanius Collurio
caprimulgiformes_chordeiles_minor_00056.jpg,Caprimulgiformes,Chordeiles Minor
anseriformes_anas_clypeata_00113.jpg,Anseriformes,Anas Clypeata
anseriformes_anser_anser_00116.jpg,Anseriformes,Anser Anser
anseriformes_chenonetta_jubata_00216.jpg,Anseriformes,Chenonetta Jubata
charadriiformes_calidris_alpina_00155.jpg,Charadriiformes,Calidris Alpina
anseriformes_aix_galericulata_00075.jpg,Anseriformes,Aix Galericulata
strigiformes_asio_flammeus_00096.jpg,Strigiformes,Asio Flammeus
galliformes_polyplectron_schleiermacheri_00066.jpg,Galliformes,Polyplectron Schleiermacheri
anseriformes_chenonetta_jubata_00030.jpg,Anseriformes,Chenonetta Jubata
charadriiformes_larus_fuscus_00050.jpg,Charadriiformes,Larus Fuscus
accipitriformes_circus_cyaneus_00105.jpg,Accipitriformes,Circus Cyaneus
passeriformes_acrocephalus_schoenobaenus_00054.jpg,Passeriformes,Acrocephalus Schoenobaenus
accipitriformes_aquila_chrysaetos_00112.jpg,Accipitriformes,Aquila Chrysaetos
anseriformes_aix_sponsa_00214.jpg,Anseriformes,Aix Sponsa
anseriformes_callonetta_leucophrys_00044.jpg,Anseriformes,Callonetta Leucophrys
coraciiformes_alcedo_atthis_00048.jpg,Coraciiformes,Alcedo Atthis
ciconiiformes_botaurus_stellaris_00154.jpg,Ciconiiformes,Botaurus Stellaris
passeriformes_phylloscopus_collybita_00080.jpg,Passeriformes,Phylloscopus Collybita
passeriformes_carduelis_carduelis_00249.jpg,Passeriformes,Carduelis Carduelis
ciconiiformes_botaurus_stellaris_00130.jpg,Ciconiiformes,Botaurus Stellaris
phoenicopteriformes_phoenicopterus_ruber_00037.jpg,Phoenicopteriformes,Phoenicopterus Ruber
anseriformes_aix_sponsa_00216.jpg,Anseriformes,Aix Sponsa
accipitriformes_accipiter_gentilis_00082.jpg,Accipitriformes,Accipiter Gentilis
passeriformes_hirundo_rustica_00054.jpg,Passeriformes,Hirundo Rustica
strigiformes_asio_otus_00097.jpg,Strigiformes,Asio Otus
strigiformes_bubo_bubo_00024.jpg,Strigiformes,Bubo Bubo
strigiformes_asio_flammeus_00157.jpg,Strigiformes,Asio Flammeus
anseriformes_aix_sponsa_00193.jpg,Anseriformes,Aix Sponsa
charadriiformes_calidris_canutus_00136.jpg,Charadriiformes,Calidris Canutus
caprimulgiformes_caprimulgus_europaeus_00095.jpg,Caprimulgiformes,Caprimulgus Europaeus
anseriformes_aix_sponsa_00159.jpg,Anseriformes,Aix Sponsa
apodiformes_apus_apus_00164.jpg,Apodiformes,Apus Apus
anseriformes_aix_galericulata_00240.jpg,Anseriformes,Aix Galericulata
galliformes_perdix_perdix_00093.jpg,Galliformes,Perdix Perdix
coraciiformes_alcedo_atthis_00061.jpg,Coraciiformes,Alcedo Atthis
accipitriformes_accipiter_nisus_00127.jpg,Accipitriformes,Accipiter Nisus
passeriformes_garrulus_glandarius_00101.jpg,Passeriformes,Garrulus Glandarius
charadriiformes_charadrius_hiaticula_00094.jpg,Charadriiformes,Charadrius Hiaticula
charadriiformes_calidris_canutus_00163.jpg,Charadriiformes,Calidris Canutus
strigiformes_otus_bakkamoena_00048.jpg,Strigiformes,Otus Bakkamoena
caprimulgiformes_caprimulgus_europaeus_00138.jpg,Caprimulgiformes,Caprimulgus Europaeus
passeriformes_rhodopechys_obsoleta_00040.jpg,Passeriformes,Rhodopechys Obsoleta
passeriformes_carduelis_cannabina_00103.jpg,Passeriformes,Carduelis Cannabina
anseriformes_anser_brachyrhynchus_00087.jpg,Anseriformes,Anser Brachyrhynchus
passeriformes_regulus_regulus_00015.jpg,Passeriformes,Regulus Regulus
accipitriformes_pandion_haliaetus_00032.jpg,Accipitriformes,Pandion Haliaetus
anseriformes_anas_acuta_00161.jpg,Anseriformes,Anas Acuta
anseriformes_chenonetta_jubata_00015.jpg,Anseriformes,Chenonetta Jubata
passeriformes_carduelis_carduelis_00020.jpg,Passeriformes,Carduelis Carduelis
anseriformes_chenonetta_jubata_00213.jpg,Anseriformes,Chenonetta Jubata
charadriiformes_calidris_canutus_00147.jpg,Charadriiformes,Calidris Canutus
passeriformes_carduelis_carduelis_00190.jpg,Passeriformes,Carduelis Carduelis
anseriformes_mergus_merganser_00022.jpg,Anseriformes,Mergus Merganser
strigiformes_strix_aluco_00002.jpg,Strigiformes,Strix Aluco
strigiformes_bubo_bubo_00030.jpg,Strigiformes,Bubo Bubo
charadriiformes_larus_cachinnans_00019.jpg,Charadriiformes,Larus Cachinnans
charadriiformes_larus_canus_00134.jpg,Charadriiformes,Larus Canus
passeriformes_bombycilla_garrulus_00018.jpg,Passeriformes,Bombycilla Garrulus
galliformes_bonasia_bonasia_00069.jpg,Galliformes,Bonasia Bonasia
passeriformes_spinus_psaltria_00001.jpg,Passeriformes,Spinus Psaltria
galliformes_tetrao_urogallus_00086.jpg,Galliformes,Tetrao Urogallus
anseriformes_aythya_ferina_00005.jpg,Anseriformes,Aythya Ferina
anseriformes_chenonetta_jubata_00085.jpg,Anseriformes,Chenonetta Jubata
ciconiiformes_botaurus_stellaris_00152.jpg,Ciconiiformes,Botaurus Stellaris
passeriformes_garrulus_glandarius_00275.jpg,Passeriformes,Garrulus Glandarius
passeriformes_garrulus_glandarius_00183.jpg,Passeriformes,Garrulus Glandarius
strigiformes_asio_flammeus_00053.jpg,Strigiformes,Asio Flammeus
strigiformes_otus_bakkamoena_00073.jpg,Strigiformes,Otus Bakkamoena
accipitriformes_accipiter_nisus_00400.jpg,Accipitriformes,Accipiter Nisus
ciconiiformes_ciconia_ciconia_00096.jpg,Ciconiiformes,Ciconia Ciconia
charadriiformes_haematopus_ostralegus_00393.jpg,Charadriiformes,Haematopus Ostralegus
charadriiformes_haematopus_ostralegus_00136.jpg,Charadriiformes,Haematopus Ostralegus
piciformes_dendrocopos_major_00091.jpg,Piciformes,Dendrocopos Major
strigiformes_athene_noctua_00168.jpg,Strigiformes,Athene Noctua
accipitriformes_aquila_chrysaetos_00044.jpg,Accipitriformes,Aquila Chrysaetos
charadriiformes_calidris_alpina_00047.jpg,Charadriiformes,Calidris Alpina
charadriiformes_calidris_canutus_00042.jpg,Charadriiformes,Calidris Canutus
charadriiformes_tringa_totanus_00086.jpg,Charadriiformes,Tringa Totanus
strigiformes_athene_noctua_00132.jpg,Strigiformes,Athene Noctua
galliformes_phasianus_colchicus_00119.jpg,Galliformes,Phasianus Colchicus
passeriformes_carduelis_cannabina_00138.jpg,Passeriformes,Carduelis Cannabina
passeriformes_rhodopechys_obsoleta_00029.jpg,Passeriformes,Rhodopechys Obsoleta
apodiformes_apus_apus_00081.jpg,Apodiformes,Apus Apus
charadriiformes_charadrius_hiaticula_00084.jpg,Charadriiformes,Charadrius Hiaticula
passeriformes_acrocephalus_schoenobaenus_00099.jpg,Passeriformes,Acrocephalus Schoenobaenus
anseriformes_mergellus_albellus_00003.jpg,Anseriformes,Mergellus Albellus
passeriformes_chloris_chloris_00002.jpg,Passeriformes,Chloris Chloris
galliformes_polyplectron_schleiermacheri_00064.jpg,Galliformes,Polyplectron Schleiermacheri
anseriformes_anas_clypeata_00089.jpg,Anseriformes,Anas Clypeata
charadriiformes_charadrius_dubius_00052.jpg,Charadriiformes,Charadrius Dubius
passeriformes_carduelis_carduelis_00095.jpg,Passeriformes,Carduelis Carduelis
passeriformes_garrulus_glandarius_00121.jpg,Passeriformes,Garrulus Glandarius
charadriiformes_larus_cachinnans_00039.jpg,Charadriiformes,Larus Cachinnans
anseriformes_chenonetta_jubata_00058.jpg,Anseriformes,Chenonetta Jubata
passeriformes_acrocephalus_schoenobaenus_00068.jpg,Passeriformes,Acrocephalus Schoenobaenus
charadriiformes_larus_fuscus_00162.jpg,Charadriiformes,Larus Fuscus
anseriformes_anser_brachyrhynchus_00071.jpg,Anseriformes,Anser Brachyrhynchus
caprimulgiformes_caprimulgus_climacurus_00123.jpg,Caprimulgiformes,Caprimulgus Climacurus
strigiformes_aegolius_funereus_00043.jpg,Strigiformes,Aegolius Funereus
passeriformes_garrulus_glandarius_00156.jpg,Passeriformes,Garrulus Glandarius
charadriiformes_alca_torda_00076.jpg,Charadriiformes,Alca Torda
passeriformes_carduelis_cannabina_00200.jpg,Passeriformes,Carduelis Cannabina
anseriformes_anser_anser_00100.jpg,Anseriformes,Anser Anser
passeriformes_lanius_collurio_00087.jpg,Passeriformes,Lanius Collurio
charadriiformes_larus_fuscus_00084.jpg,Charadriiformes,Larus Fuscus
anseriformes_chenonetta_jubata_00116.jpg,Anseriformes,Chenonetta Jubata
passeriformes_garrulus_glandarius_00033.jpg,Passeriformes,Garrulus Glandarius
anseriformes_aix_sponsa_00123.jpg,Anseriformes,Aix Sponsa
charadriiformes_rostratula_benghalensis_00072.jpg,Charadriiformes,Rostratula Benghalensis
anseriformes_chenonetta_jubata_00224.jpg,Anseriformes,Chenonetta Jubata
charadriiformes_rostratula_benghalensis_00011.jpg,Charadriiformes,Rostratula Benghalensis
charadriiformes_haematopus_ostralegus_00172.jpg,Charadriiformes,Haematopus Ostralegus
ciconiiformes_ciconia_ciconia_00036.jpg,Ciconiiformes,Ciconia Ciconia
anseriformes_aix_sponsa_00186.jpg,Anseriformes,Aix Sponsa
charadriiformes_haematopus_ostralegus_00378.jpg,Charadriiformes,Haematopus Ostralegus
anseriformes_anas_crecca_00123.jpg,Anseriformes,Anas Crecca
passeriformes_garrulus_glandarius_00053.jpg,Passeriformes,Garrulus Glandarius
charadriiformes_larus_fuscus_00023.jpg,Charadriiformes,Larus Fuscus
charadriiformes_larus_cachinnans_00027.jpg,Charadriiformes,Larus Cachinnans
strigiformes_aegolius_funereus_00032.jpg,Strigiformes,Aegolius Funereus
accipitriformes_aquila_pomarina_clanga_pomarina_00008.jpg,Accipitriformes,Aquila Pomarina Clanga Pomarina
charadriiformes_larus_cachinnans_00065.jpg,Charadriiformes,Larus Cachinnans
charadriiformes_calidris_alpina_00196.jpg,Charadriiformes,Calidris Alpina
anseriformes_mergus_serrator_00054.jpg,Anseriformes,Mergus Serrator
charadriiformes_larus_dominicanus_00002.jpg,Charadriiformes,Larus Dominicanus
anseriformes_anas_bahamensis_00039.jpg,Anseriformes,Anas Bahamensis
ciconiiformes_botaurus_stellaris_00086.jpg,Ciconiiformes,Botaurus Stellaris
passeriformes_rhodopechys_obsoleta_00059.jpg,Passeriformes,Rhodopechys Obsoleta
gaviiformes_gavia_pacifica_00016.jpg,Gaviiformes,Gavia Pacifica
charadriiformes_pluvialis_squatarola_00099.jpg,Charadriiformes,Pluvialis Squatarola
charadriiformes_larus_crassirostris_00059.jpg,Charadriiformes,Larus Crassirostris
charadriiformes_larus_canus_00012.jpg,Charadriiformes,Larus Canus
charadriiformes_larus_crassirostris_00073.jpg,Charadriiformes,Larus Crassirostris
passeriformes_garrulus_glandarius_00292.jpg,Passeriformes,Garrulus Glandarius
charadriiformes_larus_canus_00143.jpg,Charadriiformes,Larus Canus
gaviiformes_gavia_pacifica_00045.jpg,Gaviiformes,Gavia Pacifica
passeriformes_carduelis_carduelis_00118.jpg,Passeriformes,Carduelis Carduelis
piciformes_picus_viridis_00129.jpg,Piciformes,Picus Viridis
anseriformes_aythya_ferina_00010.jpg,Anseriformes,Aythya Ferina
anseriformes_mergus_serrator_00001.jpg,Anseriformes,Mergus Serrator
phoenicopteriformes_phoenicopterus_roseus_00077.jpg,Phoenicopteriformes,Phoenicopterus Roseus
charadriiformes_larus_crassirostris_00003.jpg,Charadriiformes,Larus Crassirostris
galliformes_perdix_perdix_00051.jpg,Galliformes,Perdix Perdix
cuculiformes_cuculus_canorus_00012.jpg,Cuculiformes,Cuculus Canorus
anseriformes_anas_crecca_00053.jpg,Anseriformes,Anas Crecca
strigiformes_asio_otus_00040.jpg,Strigiformes,Asio Otus
accipitriformes_circus_cyaneus_00263.jpg,Accipitriformes,Circus Cyaneus
anseriformes_anas_crecca_00071.jpg,Anseriformes,Anas Crecca
strigiformes_bubo_bubo_00078.jpg,Strigiformes,Bubo Bubo
phoenicopteriformes_phoenicopterus_roseus_00094.jpg,Phoenicopteriformes,Phoenicopterus Roseus
ciconiiformes_ardea_alba_00064.jpg,Ciconiiformes,Ardea Alba
anseriformes_chenonetta_jubata_00129.jpg,Anseriformes,Chenonetta Jubata
charadriiformes_haematopus_ostralegus_00239.jpg,Charadriiformes,Haematopus Ostralegus
accipitriformes_accipiter_nisus_00491.jpg,Accipitriformes,Accipiter Nisus
galliformes_tetrao_urogallus_00045.jpg,Galliformes,Tetrao Urogallus
charadriiformes_haematopus_ostralegus_00066.jpg,Charadriiformes,Haematopus Ostralegus
charadriiformes_pluvialis_squatarola_00088.jpg,Charadriiformes,Pluvialis Squatarola
passeriformes_acrocephalus_schoenobaenus_00116.jpg,Passeriformes,Acrocephalus Schoenobaenus
anseriformes_anas_clypeata_00166.jpg,Anseriformes,Anas Clypeata
galliformes_polyplectron_schleiermacheri_00098.jpg,Galliformes,Polyplectron Schleiermacheri
accipitriformes_accipiter_gentilis_00259.jpg,Accipitriformes,Accipiter Gentilis
charadriiformes_haematopus_ostralegus_00003.jpg,Charadriiformes,Haematopus Ostralegus
accipitriformes_accipiter_nisus_00253.jpg,Accipitriformes,Accipiter Nisus
strigiformes_asio_otus_00098.jpg,Strigiformes,Asio Otus
charadriiformes_larus_canus_00146.jpg,Charadriiformes,Larus Canus
ciconiiformes_botaurus_stellaris_00182.jpg,Ciconiiformes,Botaurus Stellaris
caprimulgiformes_caprimulgus_climacurus_00095.jpg,Caprimulgiformes,Caprimulgus Climacurus
passeriformes_phoenicurus_ochruros_00021.jpg,Passeriformes,Phoenicurus Ochruros
charadriiformes_haematopus_ostralegus_00251.jpg,Charadriiformes,Haematopus Ostralegus
accipitriformes_accipiter_nisus_00010.jpg,Accipitriformes,Accipiter Nisus
accipitriformes_accipiter_nisus_00281.jpg,Accipitriformes,Accipiter Nisus
passeriformes_aegithalos_caudatus_00001.jpg,Passeriformes,Aegithalos Caudatus
charadriiformes_calidris_alpina_00228.jpg,Charadriiformes,Calidris Alpina
anseriformes_aix_sponsa_00160.jpg,Anseriformes,Aix Sponsa
accipitriformes_accipiter_nisus_00064.jpg,Accipitriformes,Accipiter Nisus
galliformes_perdix_perdix_00049.jpg,Galliformes,Perdix Perdix
charadriiformes_charadrius_dubius_00025.jpg,Charadriiformes,Charadrius Dubius
accipitriformes_circus_cyaneus_00173.jpg,Accipitriformes,Circus Cyaneus
strigiformes_otus_bakkamoena_00057.jpg,Strigiformes,Otus Bakkamoena
caprimulgiformes_caprimulgus_europaeus_00125.jpg,Caprimulgiformes,Caprimulgus Europaeus
accipitriformes_pandion_haliaetus_00026.jpg,Accipitriformes,Pandion Haliaetus
strigiformes_tyto_alba_00099.jpg,Strigiformes,Tyto Alba
accipitriformes_accipiter_gentilis_00032.jpg,Accipitriformes,Accipiter Gentilis
strigiformes_asio_otus_00218.jpg,Strigiformes,Asio Otus
anseriformes_anser_brachyrhynchus_00021.jpg,Anseriformes,Anser Brachyrhynchus
anseriformes_melanitta_nigra_00004.jpg,Anseriformes,Melanitta Nigra
strigiformes_asio_otus_00104.jpg,Strigiformes,Asio Otus
passeriformes_carduelis_carduelis_00344.jpg,Passeriformes,Carduelis Carduelis
galliformes_polyplectron_schleiermacheri_00002.jpg,Galliformes,Polyplectron Schleiermacheri
charadriiformes_hydrocoloeus_minutus_00013.jpg,Charadriiformes,Hydrocoloeus Minutus
passeriformes_chloris_chloris_00008.jpg,Passeriformes,Chloris Chloris
accipitriformes_aquila_chrysaetos_00014.jpg,Accipitriformes,Aquila Chrysaetos
ciconiiformes_ardea_alba_00039.jpg,Ciconiiformes,Ardea Alba
strigiformes_athene_noctua_00165.jpg,Strigiformes,Athene Noctua
charadriiformes_chroicocephalus_ridibundus_00047.jpg,Charadriiformes,Chroicocephalus Ridibundus
charadriiformes_larus_crassirostris_00014.jpg,Charadriiformes,Larus Crassirostris
charadriiformes_calidris_alpina_00207.jpg,Charadriiformes,Calidris Alpina
passeriformes_hirundo_rustica_00079.jpg,Passeriformes,Hirundo Rustica
charadriiformes_charadrius_hiaticula_00036.jpg,Charadriiformes,Charadrius Hiaticula
charadriiformes_larus_cachinnans_00008.jpg,Charadriiformes,Larus Cachinnans
passeriformes_carduelis_cannabina_00137.jpg,Passeriformes,Carduelis Cannabina
piciformes_dendrocopos_major_00030.jpg,Piciformes,Dendrocopos Major
charadriiformes_larus_crassirostris_00048.jpg,Charadriiformes,Larus Crassirostris
anseriformes_aythya_ferina_00043.jpg,Anseriformes,Aythya Ferina
passeriformes_spinus_psaltria_00044.jpg,Passeriformes,Spinus Psaltria
charadriiformes_alca_torda_00181.jpg,Charadriiformes,Alca Torda
charadriiformes_larus_fuscus_00150.jpg,Charadriiformes,Larus Fuscus
phoenicopteriformes_phoenicopterus_roseus_00053.jpg,Phoenicopteriformes,Phoenicopterus Roseus
galliformes_tetrao_urogallus_00000.jpg,Galliformes,Tetrao Urogallus
strigiformes_athene_noctua_00005.jpg,Strigiformes,Athene Noctua
charadriiformes_calidris_alpina_00193.jpg,Charadriiformes,Calidris Alpina
strigiformes_tyto_alba_00021.jpg,Strigiformes,Tyto Alba
accipitriformes_circus_cyaneus_00030.jpg,Accipitriformes,Circus Cyaneus
strigiformes_athene_noctua_00032.jpg,Strigiformes,Athene Noctua
ciconiiformes_botaurus_stellaris_00168.jpg,Ciconiiformes,Botaurus Stellaris
apodiformes_apus_apus_00140.jpg,Apodiformes,Apus Apus
charadriiformes_haematopus_ostralegus_00079.jpg,Charadriiformes,Haematopus Ostralegus
passeriformes_acrocephalus_scirpaceus_00058.jpg,Passeriformes,Acrocephalus Scirpaceus
charadriiformes_hydrocoloeus_minutus_00102.jpg,Charadriiformes,Hydrocoloeus Minutus
ciconiiformes_ardea_alba_00075.jpg,Ciconiiformes,Ardea Alba
anseriformes_chenonetta_jubata_00243.jpg,Anseriformes,Chenonetta Jubata
ciconiiformes_botaurus_stellaris_00068.jpg,Ciconiiformes,Botaurus Stellaris
anseriformes_anas_platyrhynchos_00022.jpg,Anseriformes,Anas Platyrhynchos
galliformes_phasianus_colchicus_00095.jpg,Galliformes,Phasianus Colchicus
anseriformes_mergellus_albellus_00009.jpg,Anseriformes,Mergellus Albellus
strigiformes_athene_noctua_00066.jpg,Strigiformes,Athene Noctua
charadriiformes_larus_canus_00142.jpg,Charadriiformes,Larus Canus
charadriiformes_haematopus_ostralegus_00429.jpg,Charadriiformes,Haematopus Ostralegus
passeriformes_garrulus_glandarius_00287.jpg,Passeriformes,Garrulus Glandarius
anseriformes_anser_fabalis_00075.jpg,Anseriformes,Anser Fabalis
charadriiformes_pluvialis_apricaria_00038.jpg,Charadriiformes,Pluvialis Apricaria
strigiformes_otus_scops_00036.jpg,Strigiformes,Otus Scops
accipitriformes_milvus_milvus_00055.jpg,Accipitriformes,Milvus Milvus
anseriformes_aix_galericulata_00022.jpg,Anseriformes,Aix Galericulata
passeriformes_carduelis_cannabina_00078.jpg,Passeriformes,Carduelis Cannabina
passeriformes_lanius_excubitor_00073.jpg,Passeriformes,Lanius Excubitor
passeriformes_acrocephalus_scirpaceus_00103.jpg,Passeriformes,Acrocephalus Scirpaceus
anseriformes_anas_querquedula_00039.jpg,Anseriformes,Anas Querquedula
anseriformes_melanitta_nigra_00069.jpg,Anseriformes,Melanitta Nigra
anseriformes_aythya_fuligula_00068.jpg,Anseriformes,Aythya Fuligula
coraciiformes_alcedo_atthis_00092.jpg,Coraciiformes,Alcedo Atthis
apodiformes_apus_apus_00169.jpg,Apodiformes,Apus Apus
gaviiformes_gavia_pacifica_00073.jpg,Gaviiformes,Gavia Pacifica
charadriiformes_charadrius_hiaticula_00021.jpg,Charadriiformes,Charadrius Hiaticula
strigiformes_asio_flammeus_00010.jpg,Strigiformes,Asio Flammeus
accipitriformes_circus_cyaneus_00203.jpg,Accipitriformes,Circus Cyaneus
anseriformes_anas_platyrhynchos_00009.jpg,Anseriformes,Anas Platyrhynchos
anseriformes_anser_anser_00038.jpg,Anseriformes,Anser Anser
anseriformes_aythya_ferina_00011.jpg,Anseriformes,Aythya Ferina
charadriiformes_larus_crassirostris_00095.jpg,Charadriiformes,Larus Crassirostris
anseriformes_anas_crecca_00037.jpg,Anseriformes,Anas Crecca
passeriformes_carduelis_cannabina_00122.jpg,Passeriformes,Carduelis Cannabina
apodiformes_apus_apus_00077.jpg,Apodiformes,Apus Apus
accipitriformes_aquila_chrysaetos_00025.jpg,Accipitriformes,Aquila Chrysaetos
strigiformes_strix_aluco_00091.jpg,Strigiformes,Strix Aluco
cuculiformes_cuculus_canorus_00095.jpg,Cuculiformes,Cuculus Canorus
charadriiformes_larus_canus_00137.jpg,Charadriiformes,Larus Canus
charadriiformes_haematopus_ostralegus_00155.jpg,Charadriiformes,Haematopus Ostralegus
passeriformes_carduelis_carduelis_00337.jpg,Passeriformes,Carduelis Carduelis
accipitriformes_accipiter_gentilis_00038.jpg,Accipitriformes,Accipiter Gentilis
