filename,order,species,class
charadriiformes_pluvialis_squatarola_00032.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
apodiformes_apus_apus_00013.jpg,Apodiformes,Apus Apus,Apus Apus
passeriformes_loxia_pytyopsittacus_00020.jpg,Passeriformes,Loxia Pytyopsittacus,Fringillidae
passeriformes_saxicola_caprata_00026.jpg,Passeriformes,Saxicola Caprata,Saxicola sp.
anseriformes_anser_anser_00121.jpg,Anseriformes,Anser Anser,Anser Anser
passeriformes_luscinia_megarhynchos_00023.jpg,Passeriformes,Luscinia Megarhynchos,Luscinia Megarhynchos
passeriformes_pycnonotus_jocosus_00009.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
charadriiformes_numenius_arquata_00083.jpg,Charadriiformes,Numenius Arquata,Numenius Arquata
anseriformes_anser_anser_00111.jpg,Anseriformes,Anser Anser,Anser Anser
strigiformes_tyto_alba_00074.jpg,Strigiformes,Tyto Alba,Tyto Alba
strigiformes_athene_noctua_00038.jpg,Strigiformes,Athene Noctua,Athene Noctua
caprimulgiformes_caprimulgus_climacurus_00117.jpg,Caprimulgiformes,Caprimulgus Climacurus,Caprimulgus Climacurus
accipitriformes_buteo_augur_00010.jpg,Accipitriformes,Buteo Augur,Buteo sp.
charadriiformes_calidris_melanotos_00000.jpg,Charadriiformes,Calidris Melanotos,Calidris sp.
strigiformes_otus_bakkamoena_00074.jpg,Strigiformes,Otus Bakkamoena,Otus Bakkamoena
piciformes_picus_viridis_00187.jpg,Piciformes,Picus Viridis,Picus Viridis
passeriformes_cyanerpes_cyaneus_00013.jpg,Passeriformes,Cyanerpes Cyaneus,Thraupidae
ciconiiformes_ardea_alba_00008.jpg,Ciconiiformes,Ardea Alba,Ardea Alba
accipitriformes_aquila_nipalensis_00010.jpg,Accipitriformes,Aquila Nipalensis,Aquila Nipalensis
accipitriformes_circus_aeruginosus_00069.jpg,Accipitriformes,Circus Aeruginosus,Circus Aeruginosus
apodiformes_apus_apus_00102.jpg,Apodiformes,Apus Apus,Apus Apus
passeriformes_phoenicurus_ochruros_00089.jpg,Passeriformes,Phoenicurus Ochruros,Phoenicurus Ochruros
passeriformes_pycnonotus_xanthopygos_00042.jpg,Passeriformes,Pycnonotus Xanthopygos,Pycnonotus sp.
passeriformes_turdus_pilaris_00014.jpg,Passeriformes,Turdus Pilaris,Turdus sp.
gaviiformes_gavia_stellata_00004.jpg,Gaviiformes,Gavia Stellata,Gavia sp.
gruiformes_rallus_aquaticus_00023.jpg,Gruiformes,Rallus Aquaticus,Rallus Aquaticus
passeriformes_ramphocoris_clotbey_00025.jpg,Passeriformes,Ramphocoris Clotbey,Alaudidae
passeriformes_acrocephalus_palustris_00076.jpg,Passeriformes,Acrocephalus Palustris,Acrocephalus Palustris
anseriformes_tadorna_ferruginea_00032.jpg,Anseriformes,Tadorna Ferruginea,Tadorna sp.
caprimulgiformes_caprimulgus_climacurus_00088.jpg,Caprimulgiformes,Caprimulgus Climacurus,Caprimulgus Climacurus
accipitriformes_accipiter_gentilis_00063.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
gaviiformes_gavia_adamsii_00071.jpg,Gaviiformes,Gavia Adamsii,Gavia Adamsii
phoenicopteriformes_phoenicopterus_ruber_00015.jpg,Phoenicopteriformes,Phoenicopterus Ruber,Phoenicopterus Ruber
piciformes_picus_viridis_00009.jpg,Piciformes,Picus Viridis,Picus Viridis
anseriformes_anas_acuta_00102.jpg,Anseriformes,Anas Acuta,Anas Acuta
accipitriformes_aquila_nipalensis_00066.jpg,Accipitriformes,Aquila Nipalensis,Aquila Nipalensis
piciformes_colaptes_auratus_00039.jpg,Piciformes,Colaptes Auratus,Colaptes Auratus
passeriformes_acrocephalus_scirpaceus_00004.jpg,Passeriformes,Acrocephalus Scirpaceus,Acrocephalus Scirpaceus
passeriformes_pericrocotus_flammeus_00033.jpg,Passeriformes,Pericrocotus Flammeus,Pericrocotus Flammeus
gaviiformes_gavia_immer_00032.jpg,Gaviiformes,Gavia Immer,Gavia sp.
piciformes_dendrocopos_major_00008.jpg,Piciformes,Dendrocopos Major,Dendrocopos Major
anseriformes_anas_platyrhynchos_00018.jpg,Anseriformes,Anas Platyrhynchos,Anas Platyrhynchos
ciconiiformes_nycticorax_nycticorax_00005.jpg,Ciconiiformes,Nycticorax Nycticorax,Ardeidae
passeriformes_curruca_hortensis_00022.jpg,Passeriformes,Curruca Hortensis,Curruca sp.
anseriformes_anas_crecca_00146.jpg,Anseriformes,Anas Crecca,Anas Crecca
passeriformes_phylloscopus_collybita_00053.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
piciformes_picus_canus_00014.jpg,Piciformes,Picus Canus,Picus Canus
charadriiformes_pluvialis_squatarola_00014.jpg,Charadriiformes,Pluvialis Squatarola,Pluvialis Squatarola
piciformes_picus_viridis_00112.jpg,Piciformes,Picus Viridis,Picus Viridis
charadriiformes_larus_delawarensis_00017.jpg,Charadriiformes,Larus Delawarensis,Laridae
passeriformes_phylloscopus_collybita_00023.jpg,Passeriformes,Phylloscopus Collybita,Phylloscopus Collybita
anseriformes_aix_galericulata_00052.jpg,Anseriformes,Aix Galericulata,Aix Galericulata
passeriformes_pycnonotus_jocosus_00022.jpg,Passeriformes,Pycnonotus Jocosus,Pycnonotus sp.
accipitriformes_accipiter_gentilis_00278.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
charadriiformes_larus_canus_00093.jpg,Charadriiformes,Larus Canus,Larus Canus
charadriiformes_charadrius_dubius_00121.jpg,Charadriiformes,Charadrius Dubius,Charadrius Dubius
passeriformes_passerella_iliaca_00013.jpg,Passeriformes,Passerella Iliaca,Passerellidae
caprimulgiformes_caprimulgus_europaeus_00067.jpg,Caprimulgiformes,Caprimulgus Europaeus,Caprimulgus Europaeus
anseriformes_tadorna_tadorna_00021.jpg,Anseriformes,Tadorna Tadorna,Tadorna sp.
passeriformes_oenanthe_oenanthe_00017.jpg,Passeriformes,Oenanthe Oenanthe,Muscicapidae
accipitriformes_accipiter_gentilis_00069.jpg,Accipitriformes,Accipiter Gentilis,Accipiter Gentilis
passeriformes_sitta_europaea_00020.jpg,Passeriformes,Sitta Europaea,Sitta sp.
ciconiiformes_bubulcus_ibis_00023.jpg,Ciconiiformes,Bubulcus Ibis,Ardeidae
passeriformes_acrocephalus_schoenobaenus_00024.jpg,Passeriformes,Acrocephalus Schoenobaenus,Acrocephalus Schoenobaenus
charadriiformes_larus_dominicanus_00006.jpg,Charadriiformes,Larus Dominicanus,Larus Dominicanus
passeriformes_lagonosticta_senegala_00017.jpg,Passeriformes,Lagonosticta Senegala,Estrildidae
coraciiformes_megaceryle_torquata_00018.jpg,Coraciiformes,Megaceryle Torquata,Alcedinidae
passeriformes_chloris_chloris_00225.jpg,Passeriformes,Chloris Chloris,Chloris Chloris
anseriformes_aythya_collaris_00037.jpg,Anseriformes,Aythya Collaris,Aythya sp.
anseriformes_anser_anser_00083.jpg,Anseriformes,Anser Anser,Anser Anser
coraciiformes_halcyon_leucocephala_00009.jpg,Coraciiformes,Halcyon Leucocephala,Halcyon sp.
charadriiformes_charadrius_hiaticula_00056.jpg,Charadriiformes,Charadrius Hiaticula,Charadrius Hiaticula
passeriformes_monticola_solitarius_00003.jpg,Passeriformes,Monticola Solitarius,Monticola Solitarius
columbiformes_columba_livia_00028.jpg,Columbiformes,Columba Livia,Columba Livia
strigiformes_ninox_boobook_00000.jpg,Strigiformes,Ninox Boobook,Strigidae
gruiformes_porzana_carolina_00015.jpg,Gruiformes,Porzana Carolina,Porzana sp.
strigiformes_athene_noctua_00149.jpg,Strigiformes,Athene Noctua,Athene Noctua
passeriformes_carduelis_carduelis_00185.jpg,Passeriformes,Carduelis Carduelis,Carduelis Carduelis
charadriiformes_larus_crassirostris_00081.jpg,Charadriiformes,Larus Crassirostris,Larus Crassirostris
columbiformes_phaps_chalcoptera_00001.jpg,Columbiformes,Phaps Chalcoptera,Columbidae
passeriformes_lamprotornis_iris_00017.jpg,Passeriformes,Lamprotornis Iris,Lamprotornis sp.
accipitriformes_buteo_rufinus_00083.jpg,Accipitriformes,Buteo Rufinus,Buteo Rufinus
passeriformes_phoenicurus_ochruros_00044.jpg,Passeriformes,Phoenicurus Ochruros,Phoenicurus Ochruros
anseriformes_melanitta_nigra_00072.jpg,Anseriformes,Melanitta Nigra,Melanitta Nigra
strigiformes_tyto_alba_00115.jpg,Strigiformes,Tyto Alba,Tyto Alba
